courseNumber,eval_link,quarter
MGT422,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202403&crn=15544,Spring-1
MGT422,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202403&crn=15544,Spring-1
MGT422,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202403&crn=15544,Spring-1
MGT422,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202403&crn=15544,Spring-1
MGT423,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22124,Spring-1
MGT423,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22124,Spring-1
MGT423,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22124,Spring-1
MGT423,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22124,Spring-1
MGT423,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22124,Spring-1
MGT529,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202403&crn=15395,Spring-1
MGT600,,Spring-1
MGT600,,Spring-1
MGT600,,Spring-1
MGT600,,Spring-1
MGT600,,Spring-1
MGT600,,Spring-1
MGT600,,Spring-1
MGT600,,Spring-1
MGT600,,Spring-1
MGT600,,Spring-1
MGT600,,Spring-1
MGT600,,Spring-1
MGT600,,Spring-1
MGT600,,Spring-1
MGT600,,Spring-1
MGT600,,Spring-1
MGT600,,Spring-1
MGT600,,Spring-1
MGT600,,Spring-1
MGT614,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22425,Spring-1
MGT620,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22426,Spring-1
MGT631,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22429,Spring-1
MGT631,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22429,Spring-1
MGT635,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22431,Spring-1
MGT636,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202403&crn=15341,Spring-1
MGT654,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22438,Spring-1
MGT665,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22441,Spring-1
MGT665,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22441,Spring-1
MGT665,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22441,Spring-1
MGT675,,Spring-1
MGT677,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22447,Spring-1
MGT801,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22452,Spring-1
MGT801,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22452,Spring-1
MGT806,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22456,Spring-1
MGT812,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22458,Spring-1
MGT812,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22458,Spring-1
MGT818,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22463,Spring-1
MGT819,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22464,Spring-1
MGT819,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22464,Spring-1
MGT819,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22464,Spring-1
MGT821,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22467,Spring-1
MGT822,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202403&crn=15532,Spring-1
MGT822,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202403&crn=15532,Spring-1
MGT831,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202403&crn=15344,Spring-1
MGT831,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202403&crn=15344,Spring-1
MGT832,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22474,Spring-1
MGT832,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22474,Spring-1
MGT832,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22474,Spring-1
MGT832,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22474,Spring-1
MGT841,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=24841,Spring-1
MGT846,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22481,Spring-1
MGT854,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22485,Spring-1
MGT854,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22485,Spring-1
MGT859,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22938,Spring-1
MGT864,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22493,Spring-1
MGT864,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22493,Spring-1
MGT871,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22497,Spring-1
MGT875,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22502,Spring-1
MGT879,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202403&crn=15530,Spring-1
MGT881,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22504,Spring-1
MGT881,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22504,Spring-1
MGT882,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22507,Spring-1
MGT882,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22507,Spring-1
MGT883,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22509,Spring-1
MGT883,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22509,Spring-1
MGT887,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202403&crn=15385,Spring-1
MGT887,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202403&crn=15385,Spring-1
MGT888,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22932,Spring-1
MGT898,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22518,Spring-1
MGT899,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=24798,Spring-1
MGT926,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22521,Spring-1
MGT927,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202403&crn=15397,Spring-1
MGT936,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22526,Spring-1
MGT937,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22527,Spring-1
MGT953,,Spring-1
MGT961,,Spring-1
MGT983,,Spring-1
MGT995,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22532,Spring-1
MGMT720b,,Spring-2
MGMT721b,,Spring-2
MGMT739,,Spring-2
MGMT756,,Spring-2
MGMT759,,Spring-2
MGT421,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22114,Spring-2
MGT421,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22114,Spring-2
MGT421,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22114,Spring-2
MGT421,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22114,Spring-2
MGT421,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22114,Spring-2
MGT425,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22129,Spring-2
MGT425,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22129,Spring-2
MGT425,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22129,Spring-2
MGT425,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22129,Spring-2
MGT425,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22129,Spring-2
MGT430,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22134,Spring-2
MGT430,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22134,Spring-2
MGT430,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22134,Spring-2
MGT430,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22134,Spring-2
MGT430,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22134,Spring-2
MGT526,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22368,Spring-2
MGT532,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202403&crn=15364,Spring-2
MGT532,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202403&crn=15364,Spring-2
MGT532,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202403&crn=15364,Spring-2
MGT611,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202403&crn=15313,Spring-2
MGT624,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22792,Spring-2
MGT624,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22792,Spring-2
MGT630,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22428,Spring-2
MGT641,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22433,Spring-2
MGT641,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22433,Spring-2
MGT641,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22433,Spring-2
MGT668,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22445,Spring-2
MGT678,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22448,Spring-2
MGT678,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22448,Spring-2
MGT803,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22454,Spring-2
MGT805,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202403&crn=15396,Spring-2
MGT811,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22457,Spring-2
MGT812,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22458,Spring-2
MGT816,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22462,Spring-2
MGT828,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22471,Spring-2
MGT835,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=24799,Spring-2
MGT836,,Spring-2
MGT842,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22479,Spring-2
MGT848,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22482,Spring-2
MGT853,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22483,Spring-2
MGT853,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22483,Spring-2
MGT855,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22487,Spring-2
MGT855,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22487,Spring-2
MGT856,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22489,Spring-2
MGT858,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22490,Spring-2
MGT860,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22491,Spring-2
MGT863,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22492,Spring-2
MGT866,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22496,Spring-2
MGT873,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22498,Spring-2
MGT873,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22498,Spring-2
MGT873,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22498,Spring-2
MGT874,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22501,Spring-2
MGT885,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22511,Spring-2
MGT885,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22511,Spring-2
MGT887,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202403&crn=15385,Spring-2
MGT887,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202403&crn=15385,Spring-2
MGT891,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22515,Spring-2
MGT892,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22516,Spring-2
MGT938,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22528,Spring-2
MGT952,,Spring-2
MGMT701,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22267,Spring
MGMT736,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22968,Spring
MGMT737,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22271,Spring
MGMT745,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22273,Spring
MGMT752,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22787,Spring
MGMT758,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22275,Spring
MGMT761,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22277,Spring
MGMT781,,Spring
MGMT781,,Spring
MGMT781,,Spring
MGMT781,,Spring
MGMT781,,Spring
MGMT782,,Spring
MGMT782,,Spring
MGMT782,,Spring
MGMT782,,Spring
MGMT782,,Spring
MGMT791,,Spring
MGT408,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22104,Spring
MGT418,,Spring
MGT420,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22109,Spring
MGT421,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22114,Spring
MGT423,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22124,Spring
MGT425,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22129,Spring
MGT430,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22134,Spring
MGT503,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202403&crn=15542,Spring
MGT523,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22364,Spring
MGT525,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202403&crn=15305,Spring
MGT525,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202403&crn=15305,Spring
MGT525,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202403&crn=15305,Spring
MGT531,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202403&crn=15307,Spring
MGT540,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22375,Spring
MGT540,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22375,Spring
MGT541,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202403&crn=15309,Spring
MGT541,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202403&crn=15309,Spring
MGT543,,Spring
MGT544,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202403&crn=12706,Spring
MGT554,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22380,Spring
MGT554,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22380,Spring
MGT555,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22386,Spring
MGT555,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22386,Spring
MGT555,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22386,Spring
MGT561,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22417,Spring
MGT561,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22417,Spring
MGT566,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202403&crn=15538,Spring
MGT575,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22420,Spring
MGT575,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22420,Spring
MGT589,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22423,Spring
MGT592,,Spring
MGT623,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22427,Spring
MGT626,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=24911,Spring
MGT646,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202403&crn=15317,Spring
MGT650,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202403&crn=15318,Spring
MGT683,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=23108,Spring
MGT686,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=23109,Spring
MGT687,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=23110,Spring
MGT688,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=23111,Spring
MGT692,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=24800,Spring
MGT696,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=23999,Spring
MGT698,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202403&crn=12710,Spring
MGT699,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202403&crn=15320,Spring
MGT699,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202403&crn=15320,Spring
MGT807,,Spring
MGT826,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22470,Spring
MGT845,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22480,Spring
MGT865,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22495,Spring
MGT882,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22507,Spring
MGT896,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22517,Spring
MGT920,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22519,Spring
MGT921,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202403&crn=15325,Spring
MGT928,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22524,Spring
MGT943,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22529,Spring
MGT945,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=22530,Spring
MGT949,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202403&crn=15328,Spring
MGT964,,Spring
MGT965,,Spring
MGT973,,Spring
MGT984,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202403&crn=15756,Spring
MGT985,https://oce.app.yale.edu/ocedashboard/studentViewer/courseSummary?termCode=202401&crn=24675,Spring
MGT994,,Spring
